JourneyRef,DistanceMade,RecordedAt
2022-08-17-53379579,2394,2022-08-17 23:05:23
2022-08-17-53379579,2635,2022-08-17 23:05:36
2022-08-17-53379579,2635,2022-08-17 23:05:42
2022-08-17-53379579,2721,2022-08-17 23:06:26
2022-08-17-53379579,2916,2022-08-17 23:06:36
2022-08-17-53379579,2916,2022-08-17 23:06:49
2022-08-17-53379579,2996,2022-08-17 23:07:07
2022-08-17-53379579,3217,2022-08-17 23:07:22
2022-08-17-53379579,3217,2022-08-17 23:07:31
2022-08-17-53379579,3272,2022-08-17 23:07:53
2022-08-17-53379579,3387,2022-08-17 23:08:06
2022-08-17-53379579,3567,2022-08-17 23:08:22
2022-08-17-53379579,3928,2022-08-17 23:08:38
2022-08-17-53379579,3928,2022-08-17 23:08:53
2022-08-17-53379579,4124,2022-08-17 23:09:05
2022-08-17-53379579,4124,2022-08-17 23:09:20
2022-08-17-53379579,4124,2022-08-17 23:09:41
2022-08-17-53379579,4124,2022-08-17 23:10:18
2022-08-17-53379579,4224,2022-08-17 23:10:41
2022-08-17-53379579,4329,2022-08-17 23:10:55
2022-08-17-53379579,4439,2022-08-17 23:11:10
2022-08-17-53379579,4550,2022-08-17 23:11:25
2022-08-17-53379579,4654,2022-08-17 23:11:37
2022-08-17-53379579,4788,2022-08-17 23:11:44
2022-08-17-53379579,4788,2022-08-17 23:12:03
2022-08-17-53379579,4953,2022-08-17 23:12:21
2022-08-17-53379579,5048,2022-08-17 23:12:34
2022-08-17-53379579,5170,2022-08-17 23:13:06
2022-08-17-53379579,5350,2022-08-17 23:13:26
2022-08-17-53379579,5460,2022-08-17 23:13:36
2022-08-17-53379579,5510,2022-08-17 23:13:41
2022-08-17-53379579,5545,2022-08-17 23:14:08
2022-08-17-53379579,5555,2022-08-17 23:14:21
2022-08-17-53379579,5770,2022-08-17 23:14:42
2022-08-17-53379579,5890,2022-08-17 23:14:53
2022-08-17-53379579,6000,2022-08-17 23:15:08
2022-08-17-53379579,6050,2022-08-17 23:15:15
2022-08-17-53379579,6100,2022-08-17 23:15:39
2022-08-17-53379579,6284,2022-08-17 23:15:54
2022-08-17-53379579,6329,2022-08-17 23:16:00
2022-08-17-53379579,6389,2022-08-17 23:16:25
2022-08-17-53379579,6564,2022-08-17 23:16:39
2022-08-17-53379579,6754,2022-08-17 23:16:54
2022-08-17-53379579,6764,2022-08-17 23:16:55
2022-08-17-53379579,6779,2022-08-17 23:17:26
2022-08-17-53379579,6779,2022-08-17 23:17:52
2022-08-17-53379579,6879,2022-08-17 23:18:08
2022-08-17-53379579,7079,2022-08-17 23:18:21
2022-08-17-53379579,7079,2022-08-17 23:19:01
2022-08-17-53379579,7144,2022-08-17 23:19:41
2022-08-17-53379579,7199,2022-08-17 23:19:52
2022-08-17-53379579,7254,2022-08-17 23:19:59
2022-08-17-53379579,7364,2022-08-17 23:20:21
2022-08-17-53379579,7524,2022-08-17 23:20:40
2022-08-17-53379579,7724,2022-08-17 23:21:54
2022-08-17-53379579,7724,2022-08-17 23:22:54
2022-08-17-53379579,7724,2022-08-17 23:23:51
2022-08-17-53379579,7844,2022-08-17 23:24:41
2022-08-17-53379579,8069,2022-08-17 23:24:56
2022-08-17-53379579,8294,2022-08-17 23:25:11
2022-08-17-53379579,8561,2022-08-17 23:25:26
2022-08-17-53379579,8899,2022-08-17 23:25:41
2022-08-17-53379579,9179,2022-08-17 23:25:56
2022-08-17-53379579,9384,2022-08-17 23:26:07
2022-08-17-53379579,9804,2022-08-17 23:26:26
2022-08-17-53379579,10164,2022-08-17 23:26:41
2022-08-17-53379579,10514,2022-08-17 23:26:56
2022-08-17-53379579,10919,2022-08-17 23:27:11
2022-08-17-53379579,11314,2022-08-17 23:27:26
2022-08-17-53379579,11589,2022-08-17 23:27:38
2022-08-17-53379579,11994,2022-08-17 23:27:57
2022-08-17-53379579,12314,2022-08-17 23:28:11
2022-08-17-53379579,12644,2022-08-17 23:28:26
2022-08-17-53379579,12939,2022-08-17 23:28:42
2022-08-17-53379579,13114,2022-08-17 23:28:51
2022-08-17-53379579,13299,2022-08-17 23:28:59
2022-08-17-53379579,14009,2022-08-17 23:29:32
2022-08-17-53379579,14554,2022-08-17 23:29:52
2022-08-17-53379579,14979,2022-08-17 23:30:07
2022-08-17-53379579,15524,2022-08-17 23:30:27
2022-08-17-53379579,15799,2022-08-17 23:30:37
2022-08-17-53379579,16204,2022-08-17 23:30:52
2022-08-17-53379579,16574,2022-08-17 23:31:07
2022-08-17-53379579,16924,2022-08-17 23:31:22
2022-08-17-53379579,17274,2022-08-17 23:31:37
2022-08-17-53379579,17659,2022-08-17 23:31:52
2022-08-17-53379579,18029,2022-08-17 23:32:07
2022-08-17-53379579,18539,2022-08-17 23:32:27
2022-08-17-53379579,18819,2022-08-17 23:32:37
2022-08-17-53379579,19229,2022-08-17 23:32:52
2022-08-17-53379579,19604,2022-08-17 23:33:07
2022-08-17-53379579,19919,2022-08-17 23:33:22
2022-08-17-53379579,20069,2022-08-17 23:33:36
2022-08-17-53379579,20149,2022-08-17 23:33:57
2022-08-17-53379579,20174,2022-08-17 23:34:55
2022-08-17-53379579,20174,2022-08-17 23:35:54
2022-08-17-53379579,20174,2022-08-17 23:36:53
2022-08-17-53379579,20174,2022-08-17 23:37:52
2022-08-17-53379579,20194,2022-08-17 23:38:51
2022-08-17-53379579,20194,2022-08-17 23:39:54
2022-08-17-53379579,20194,2022-08-17 23:40:49
2022-08-17-53379579,20199,2022-08-17 23:41:48
2022-08-17-53379579,20204,2022-08-17 23:42:47
2022-08-17-53379579,20249,2022-08-17 23:43:32
2022-08-17-53379579,20359,2022-08-17 23:43:49
2022-08-17-53379579,20464,2022-08-17 23:44:07
2022-08-17-53379579,20634,2022-08-17 23:44:22
2022-08-17-53379579,20854,2022-08-17 23:44:37
2022-08-17-53379579,21129,2022-08-17 23:44:52
2022-08-17-53379579,21424,2022-08-17 23:45:07
2022-08-17-53379579,21689,2022-08-17 23:45:22
2022-08-17-53379579,21989,2022-08-17 23:45:37
2022-08-17-53379579,22314,2022-08-17 23:45:52
2022-08-17-53379579,22669,2022-08-17 23:46:07
2022-08-17-53379579,23029,2022-08-17 23:46:22
2022-08-17-53379579,23389,2022-08-17 23:46:37
2022-08-17-53379579,23754,2022-08-17 23:46:52
2022-08-17-53379579,24139,2022-08-17 23:47:07
2022-08-17-53379579,24544,2022-08-17 23:47:22
2022-08-17-53379579,24939,2022-08-17 23:47:37
2022-08-17-53379579,25474,2022-08-17 23:47:57
2022-08-17-53379579,25734,2022-08-17 23:48:07
2022-08-17-53379579,26259,2022-08-17 23:48:27
2022-08-17-53379579,26529,2022-08-17 23:48:37
2022-08-17-53379579,26929,2022-08-17 23:48:53
2022-08-17-53379579,27301,2022-08-17 23:49:07
2022-08-17-53379579,27719,2022-08-17 23:49:22
2022-08-17-53379579,27954,2022-08-17 23:49:32
2022-08-17-53379579,28454,2022-08-17 23:49:52
2022-08-17-53379579,28794,2022-08-17 23:50:07
2022-08-17-53379579,29109,2022-08-17 23:50:22
2022-08-17-53379579,29504,2022-08-17 23:50:38
2022-08-17-53379579,29899,2022-08-17 23:50:52
2022-08-17-53379579,30319,2022-08-17 23:51:07
2022-08-17-53379579,30689,2022-08-17 23:51:22
2022-08-17-53379579,31144,2022-08-17 23:51:37
2022-08-17-53379579,31569,2022-08-17 23:51:53
2022-08-17-53379579,32009,2022-08-17 23:52:07
2022-08-17-53379579,32449,2022-08-17 23:52:22
2022-08-17-53379579,32874,2022-08-17 23:52:37
2022-08-17-53379579,33261,2022-08-17 23:52:52
2022-08-17-53379579,33679,2022-08-17 23:53:07
2022-08-17-53379579,34124,2022-08-17 23:53:22
2022-08-17-53379579,34544,2022-08-17 23:53:37
2022-08-17-53379579,34929,2022-08-17 23:53:52
2022-08-17-53379579,35349,2022-08-17 23:54:07
2022-08-17-53379579,35799,2022-08-17 23:54:22
2022-08-17-53379579,36204,2022-08-17 23:54:37
2022-08-17-53379579,36654,2022-08-17 23:54:52
2022-08-17-53379579,37039,2022-08-17 23:55:07
2022-08-17-53379579,37454,2022-08-17 23:55:22
2022-08-17-53379579,37731,2022-08-17 23:55:32
2022-08-17-53379579,38279,2022-08-17 23:55:52
2022-08-17-53379579,38719,2022-08-17 23:56:08
2022-08-17-53379579,39234,2022-08-17 23:56:27
2022-08-17-53379579,39529,2022-08-17 23:56:38
2022-08-17-53379579,39911,2022-08-17 23:56:52
2022-08-17-53379579,40326,2022-08-17 23:57:07
2022-08-17-53379579,40742,2022-08-17 23:57:22
2022-08-17-53379579,41161,2022-08-17 23:57:37
2022-08-17-53379579,41579,2022-08-17 23:57:52
2022-08-17-53379579,41994,2022-08-17 23:58:07
2022-08-17-53379579,42399,2022-08-17 23:58:22
2022-08-17-53379579,42829,2022-08-17 23:58:38
2022-08-17-53379579,43189,2022-08-17 23:58:52
2022-08-17-53379579,43629,2022-08-17 23:59:08
2022-08-17-53379579,44004,2022-08-17 23:59:22
2022-08-17-53379579,44436,2022-08-17 23:59:38
2022-08-17-53379579,44846,2022-08-17 23:59:53
2022-08-17-53379579,45259,2022-08-18 00:00:08
2022-08-17-53379579,45654,2022-08-18 00:00:22
2022-08-17-53379579,46236,2022-08-18 00:00:42
2022-08-17-53379579,46515,2022-08-18 00:00:52
2022-08-17-53379579,46931,2022-08-18 00:01:07
2022-08-17-53379579,47340,2022-08-18 00:01:22
2022-08-17-53379579,47744,2022-08-18 00:01:37
2022-08-17-53379579,48149,2022-08-18 00:01:52
2022-08-17-53379579,48564,2022-08-18 00:02:07
2022-08-17-53379579,48969,2022-08-18 00:02:22
2022-08-17-53379579,49399,2022-08-18 00:02:38
2022-08-17-53379579,49779,2022-08-18 00:02:52
2022-08-17-53379579,50184,2022-08-18 00:03:07
2022-08-17-53379579,50599,2022-08-18 00:03:22
2022-08-17-53379579,51004,2022-08-18 00:03:37
2022-08-17-53379579,51437,2022-08-18 00:03:53
2022-08-17-53379579,51819,2022-08-18 00:04:07
2022-08-17-53379579,52228,2022-08-18 00:04:22
2022-08-17-53379579,52623,2022-08-18 00:04:37
2022-08-17-53379579,53028,2022-08-18 00:04:52
2022-08-17-53379579,53422,2022-08-18 00:05:07
2022-08-17-53379579,53832,2022-08-18 00:05:22
2022-08-17-53379579,54248,2022-08-18 00:05:37
2022-08-17-53379579,54654,2022-08-18 00:05:52
2022-08-17-53379579,55066,2022-08-18 00:06:07
2022-08-17-53379579,55473,2022-08-18 00:06:22
2022-08-17-53379579,56030,2022-08-18 00:06:42
2022-08-17-53379579,56304,2022-08-18 00:06:52
2022-08-17-53379579,56716,2022-08-18 00:07:07
2022-08-17-53379579,57148,2022-08-18 00:07:23
2022-08-17-53379579,57534,2022-08-18 00:07:37
2022-08-17-53379579,57941,2022-08-18 00:07:52
2022-08-17-53379579,58336,2022-08-18 00:08:07
2022-08-17-53379579,58749,2022-08-18 00:08:22
2022-08-17-53379579,59124,2022-08-18 00:08:38
2022-08-17-53379579,59375,2022-08-18 00:08:52
2022-08-17-53379579,59618,2022-08-18 00:09:07
2022-08-17-53379579,59954,2022-08-18 00:09:22
2022-08-17-53379579,60334,2022-08-18 00:09:37
2022-08-17-53379579,60703,2022-08-18 00:09:52
2022-08-17-53379579,60948,2022-08-18 00:10:02
2022-08-17-53379579,61428,2022-08-18 00:10:22
2022-08-17-53379579,61777,2022-08-18 00:10:37
2022-08-17-53379579,62118,2022-08-18 00:10:52
2022-08-17-53379579,62422,2022-08-18 00:11:07
2022-08-17-53379579,62754,2022-08-18 00:11:22
2022-08-17-53379579,63078,2022-08-18 00:11:37
2022-08-17-53379579,63436,2022-08-18 00:11:52
2022-08-17-53379579,63799,2022-08-18 00:12:07
2022-08-17-53379579,64154,2022-08-18 00:12:22
2022-08-17-53379579,64495,2022-08-18 00:12:37
2022-08-17-53379579,65321,2022-08-18 00:12:52
2022-08-17-53379579,65414,2022-08-18 00:13:07
2022-08-17-53379579,65709,2022-08-18 00:13:22
2022-08-17-53379579,66018,2022-08-18 00:13:37
2022-08-17-53379579,66321,2022-08-18 00:13:52
2022-08-17-53379579,66645,2022-08-18 00:14:08
2022-08-17-53379579,66645,2022-08-18 00:14:34
2022-08-17-53379579,66691,2022-08-18 00:14:48
2022-08-17-53379579,66882,2022-08-18 00:15:40
2022-08-17-53379579,66935,2022-08-18 00:15:47
2022-08-17-53379579,66987,2022-08-18 00:16:38
2022-08-17-53379579,67054,2022-08-18 00:16:51
2022-08-17-53379579,67217,2022-08-18 00:17:03
2022-08-17-53379579,67217,2022-08-18 00:17:34
2022-08-17-53379579,67285,2022-08-18 00:17:55
2022-08-17-53379579,67496,2022-08-18 00:18:11
2022-08-17-53379579,67496,2022-08-18 00:18:21
2022-08-17-53379579,67496,2022-08-18 00:18:24
2022-08-17-53379579,67598,2022-08-18 00:18:56
2022-08-17-53379579,67703,2022-08-18 00:19:07
2022-08-17-53379579,67871,2022-08-18 00:19:22
2022-08-17-53379579,68014,2022-08-18 00:19:26
2022-08-17-53379579,68014,2022-08-18 00:20:21
2022-08-17-53379579,68014,2022-08-18 00:20:31
2022-08-17-53379579,68014,2022-08-18 00:20:49
2022-08-17-53379579,68091,2022-08-18 00:21:08
2022-08-17-53379579,68159,2022-08-18 00:21:53
2022-08-17-53379579,68342,2022-08-18 00:22:07
2022-08-17-53379579,68342,2022-08-18 00:22:14
2022-08-17-53379579,68389,2022-08-18 00:23:11
2022-08-17-53379579,68497,2022-08-18 00:23:22
2022-08-17-53379579,68552,2022-08-18 00:23:33
2022-08-17-53379579,68574,2022-08-18 00:23:58
2022-08-17-53379579,68584,2022-08-18 00:24:30
2022-08-17-53379579,68584,2022-08-18 00:25:19
2022-08-17-53379579,68584,2022-08-18 00:25:29
2022-08-17-53379579,68602,2022-08-18 00:26:29
2022-08-17-53379579,68602,2022-08-18 00:27:27
2022-08-17-53379579,68602,2022-08-18 00:28:27
2022-08-17-53379579,68602,2022-08-18 00:29:22
2022-08-17-53379579,68602,2022-08-18 00:29:26
2022-08-17-53379579,68659,2022-08-18 00:30:09
2022-08-17-53379579,68708,2022-08-18 00:30:19
2022-08-17-53379579,68727,2022-08-18 00:31:17
2022-08-17-53379579,68841,2022-08-18 00:31:35
2022-08-17-53379579,68841,2022-08-18 00:31:44
2022-08-17-53379579,68841,2022-08-18 00:32:16
2022-08-17-53379579,68884,2022-08-18 00:32:36
2022-08-17-53379579,68991,2022-08-18 00:32:52
2022-08-17-53379579,68996,2022-08-18 00:33:18
2022-08-17-53379579,69097,2022-08-18 00:33:34
2022-08-17-53379579,69148,2022-08-18 00:33:43
2022-08-17-53379579,69156,2022-08-18 00:34:21
2022-08-17-53379579,69265,2022-08-18 00:34:40
2022-08-17-53379579,69377,2022-08-18 00:34:54
2022-08-17-53379579,69480,2022-08-18 00:35:05
2022-08-17-53379579,69679,2022-08-18 00:35:23
2022-08-17-53379579,69679,2022-08-18 00:35:30
2022-08-17-53379579,69731,2022-08-18 00:35:54
2022-08-17-53379579,69844,2022-08-18 00:36:24
2022-08-17-53379579,69959,2022-08-18 00:36:33
2022-08-17-53379579,69979,2022-08-18 00:36:46
2022-08-17-53379579,69979,2022-08-18 00:37:09
2022-08-17-53379579,69986,2022-08-18 00:37:22
2022-08-17-53379579,70174,2022-08-18 00:37:51
2022-08-17-53379579,70399,2022-08-18 00:38:09
2022-08-17-53379579,70414,2022-08-18 00:38:14
2022-08-17-53379579,70414,2022-08-18 00:38:53
2022-08-17-53379579,70557,2022-08-18 00:39:07
2022-08-17-53379579,70592,2022-08-18 00:39:18
2022-08-17-53379579,70706,2022-08-18 00:40:26
2022-08-17-53379579,70874,2022-08-18 00:40:40
2022-08-17-53379580,117,2022-08-17 23:31:39
2022-08-17-53379580,117,2022-08-17 23:31:47
2022-08-17-53379580,231,2022-08-17 23:32:06
2022-08-17-53379580,515,2022-08-17 23:32:27
2022-08-17-53379580,568,2022-08-17 23:32:34
2022-08-17-53379580,590,2022-08-17 23:33:25
2022-08-17-53379580,760,2022-08-17 23:33:38
2022-08-17-53379580,876,2022-08-17 23:33:44
2022-08-17-53379580,1104,2022-08-17 23:33:59
2022-08-17-53379580,1263,2022-08-17 23:34:37
2022-08-17-53379580,1570,2022-08-17 23:34:56
2022-08-17-53379580,1883,2022-08-17 23:35:11
2022-08-17-53379580,2244,2022-08-17 23:35:26
2022-08-17-53379580,2244,2022-08-17 23:35:41
2022-08-17-53379580,2349,2022-08-17 23:35:52
2022-08-17-53379580,2467,2022-08-17 23:36:05
2022-08-17-53379580,2635,2022-08-17 23:36:19
2022-08-17-53379580,2635,2022-08-17 23:36:37
2022-08-17-53379580,2695,2022-08-17 23:37:10
2022-08-17-53379580,2916,2022-08-17 23:37:20
2022-08-17-53379580,2916,2022-08-17 23:37:40
2022-08-17-53379580,2916,2022-08-17 23:38:02
2022-08-17-53379580,3006,2022-08-17 23:38:21
2022-08-17-53379580,3217,2022-08-17 23:38:38
2022-08-17-53379580,3217,2022-08-17 23:38:54
2022-08-17-53379580,3327,2022-08-17 23:39:08
2022-08-17-53379580,3437,2022-08-17 23:39:20
2022-08-17-53379580,3607,2022-08-17 23:39:37
2022-08-17-53379580,3792,2022-08-17 23:39:52
2022-08-17-53379580,3928,2022-08-17 23:40:10
2022-08-17-53379580,3928,2022-08-17 23:42:06
2022-08-17-53379580,4124,2022-08-17 23:42:22
2022-08-17-53379580,4124,2022-08-17 23:42:57
2022-08-17-53379580,4124,2022-08-17 23:43:54
2022-08-17-53379580,4124,2022-08-17 23:44:29
2022-08-17-53379580,4134,2022-08-17 23:44:54
2022-08-17-53379580,4189,2022-08-17 23:45:08
2022-08-17-53379580,4299,2022-08-17 23:45:24
2022-08-17-53379580,4407,2022-08-17 23:45:37
2022-08-17-53379580,4519,2022-08-17 23:45:50
2022-08-17-53379580,4634,2022-08-17 23:46:11
2022-08-17-53379580,4788,2022-08-17 23:46:24
2022-08-17-53379580,4788,2022-08-17 23:46:36
2022-08-17-53379580,4963,2022-08-17 23:46:55
2022-08-17-53379580,5009,2022-08-17 23:47:40
2022-08-17-53379580,5170,2022-08-17 23:47:47
2022-08-17-53379580,5255,2022-08-17 23:48:54
2022-08-17-53379580,5420,2022-08-17 23:49:09
2022-08-17-53379580,5600,2022-08-17 23:49:26
2022-08-17-53379580,5652,2022-08-17 23:49:40
2022-08-17-53379580,5710,2022-08-17 23:49:56
2022-08-17-53379580,5880,2022-08-17 23:50:24
2022-08-17-53379580,6060,2022-08-17 23:50:39
2022-08-17-53379580,6113,2022-08-17 23:50:47
2022-08-17-53379580,6170,2022-08-17 23:51:11
2022-08-17-53379580,6225,2022-08-17 23:51:41
2022-08-17-53379580,6284,2022-08-17 23:51:48
2022-08-17-53379580,6284,2022-08-17 23:51:56
2022-08-17-53379580,6314,2022-08-17 23:52:25
2022-08-17-53379580,6429,2022-08-17 23:52:38
2022-08-17-53379580,6604,2022-08-17 23:52:53
2022-08-17-53379580,6784,2022-08-17 23:53:08
2022-08-17-53379580,6938,2022-08-17 23:53:27
2022-08-17-53379580,7079,2022-08-17 23:53:39
2022-08-17-53379580,7079,2022-08-17 23:54:38
2022-08-17-53379580,7079,2022-08-17 23:55:37
2022-08-17-53379580,7079,2022-08-17 23:56:36
2022-08-17-53379580,7079,2022-08-17 23:57:17
2022-08-17-53379580,7109,2022-08-17 23:57:35
2022-08-17-53379580,7165,2022-08-17 23:58:24
2022-08-17-53379580,7223,2022-08-17 23:58:33
2022-08-17-53379580,7284,2022-08-17 23:58:45
2022-08-17-53379580,7376,2022-08-17 23:59:51
2022-08-17-53379580,7548,2022-08-18 00:00:10
2022-08-17-53379580,7724,2022-08-18 00:00:21
2022-08-17-53379580,7724,2022-08-18 00:00:59
2022-08-17-53379580,7824,2022-08-18 00:01:24
2022-08-17-53379580,7944,2022-08-18 00:01:36
2022-08-17-53379580,8125,2022-08-18 00:01:52
2022-08-17-53379580,8384,2022-08-18 00:02:11
2022-08-17-53379580,8644,2022-08-18 00:02:26
2022-08-17-53379580,8924,2022-08-18 00:02:41
2022-08-17-53379580,9094,2022-08-18 00:02:51
2022-08-17-53379580,9464,2022-08-18 00:03:11
2022-08-17-53379580,9754,2022-08-18 00:03:26
2022-08-17-53379580,10049,2022-08-18 00:03:41
2022-08-17-53379580,10259,2022-08-18 00:03:51
2022-08-17-53379580,10699,2022-08-18 00:04:11
2022-08-17-53379580,11079,2022-08-18 00:04:26
2022-08-17-53379580,11489,2022-08-18 00:04:41
2022-08-17-53379580,11894,2022-08-18 00:04:56
2022-08-17-53379580,12269,2022-08-18 00:05:11
2022-08-17-53379580,12594,2022-08-18 00:05:26
2022-08-17-53379580,12799,2022-08-18 00:05:36
2022-08-17-53379580,13214,2022-08-18 00:05:56
2022-08-17-53379580,13419,2022-08-18 00:06:06
2022-08-17-53379580,14194,2022-08-18 00:06:40
2022-08-17-53379580,14579,2022-08-18 00:06:55
2022-08-17-53379580,14979,2022-08-18 00:07:10
2022-08-17-53379580,15389,2022-08-18 00:07:25
2022-08-17-53379580,15794,2022-08-18 00:07:40
2022-08-17-53379580,16209,2022-08-18 00:07:55
2022-08-17-53379580,16609,2022-08-18 00:08:10
2022-08-17-53379580,16969,2022-08-18 00:08:25
2022-08-17-53379580,17304,2022-08-18 00:08:40
2022-08-17-53379580,17629,2022-08-18 00:08:55
2022-08-17-53379580,18024,2022-08-18 00:09:10
2022-08-17-53379580,18450,2022-08-18 00:09:25
2022-08-17-53379580,18849,2022-08-18 00:09:40
2022-08-17-53379580,19249,2022-08-18 00:09:55
2022-08-17-53379580,19649,2022-08-18 00:10:10
2022-08-17-53379580,20059,2022-08-18 00:10:25
2022-08-17-53379580,20464,2022-08-18 00:10:40
2022-08-17-53379580,20854,2022-08-18 00:10:55
2022-08-17-53379580,21264,2022-08-18 00:11:10
2022-08-17-53379580,21664,2022-08-18 00:11:25
2022-08-17-53379580,22054,2022-08-18 00:11:40
2022-08-17-53379580,22434,2022-08-18 00:11:55
2022-08-17-53379580,22799,2022-08-18 00:12:10
2022-08-17-53379580,23189,2022-08-18 00:12:25
2022-08-17-53379580,23579,2022-08-18 00:12:40
2022-08-17-53379580,23959,2022-08-18 00:12:55
2022-08-17-53379580,24319,2022-08-18 00:13:10
2022-08-17-53379580,24684,2022-08-18 00:13:25
2022-08-17-53379580,24939,2022-08-18 00:13:35
2022-08-17-53379580,25458,2022-08-18 00:13:55
2022-08-17-53379580,25839,2022-08-18 00:14:10
2022-08-17-53379580,26244,2022-08-18 00:14:25
2022-08-17-53379580,26649,2022-08-18 00:14:40
2022-08-17-53379580,27069,2022-08-18 00:14:55
2022-08-17-53379580,27494,2022-08-18 00:15:10
2022-08-17-53379580,27909,2022-08-18 00:15:25
2022-08-17-53379580,28324,2022-08-18 00:15:40
2022-08-17-53379580,28739,2022-08-18 00:15:55
2022-08-17-53379580,29144,2022-08-18 00:16:10
2022-08-17-53379580,29549,2022-08-18 00:16:25
2022-08-17-53379580,29964,2022-08-18 00:16:40
2022-08-17-53379580,30380,2022-08-18 00:16:55
2022-08-17-53379580,30799,2022-08-18 00:17:10
2022-08-17-53379580,31219,2022-08-18 00:17:25
2022-08-17-53379580,31619,2022-08-18 00:17:40
2022-08-17-53379580,31999,2022-08-18 00:17:55
2022-08-17-53379580,32394,2022-08-18 00:18:10
2022-08-17-53379580,32804,2022-08-18 00:18:25
2022-08-17-53379580,33229,2022-08-18 00:18:40
2022-08-17-53379580,33649,2022-08-18 00:18:55
2022-08-17-53379580,34064,2022-08-18 00:19:10
2022-08-17-53379580,34484,2022-08-18 00:19:25
2022-08-17-53379580,34904,2022-08-18 00:19:40
2022-08-17-53379580,35319,2022-08-18 00:19:55
2022-08-17-53379580,35734,2022-08-18 00:20:10
2022-08-17-53379580,36154,2022-08-18 00:20:25
2022-08-17-53379580,36574,2022-08-18 00:20:40
2022-08-17-53379580,36994,2022-08-18 00:20:55
2022-08-17-53379580,37424,2022-08-18 00:21:10
2022-08-17-53379580,37854,2022-08-18 00:21:25
2022-08-17-53379580,38269,2022-08-18 00:21:40
2022-08-17-53379580,38684,2022-08-18 00:21:55
2022-08-17-53379580,39104,2022-08-18 00:22:10
2022-08-17-53379580,39519,2022-08-18 00:22:25
2022-08-17-53379580,39934,2022-08-18 00:22:40
2022-08-17-53379580,40354,2022-08-18 00:22:55
2022-08-17-53379580,40769,2022-08-18 00:23:10
2022-08-17-53379580,41189,2022-08-18 00:23:25
2022-08-17-53379580,41604,2022-08-18 00:23:40
2022-08-17-53379580,42019,2022-08-18 00:23:55
2022-08-17-53379580,42434,2022-08-18 00:24:10
2022-08-17-53379580,42844,2022-08-18 00:24:25
2022-08-17-53379580,43260,2022-08-18 00:24:40
2022-08-17-53379580,43679,2022-08-18 00:24:55
2022-08-17-53379580,44094,2022-08-18 00:25:10
2022-08-17-53379580,44509,2022-08-18 00:25:25
2022-08-17-53379580,44894,2022-08-18 00:25:40
2022-08-17-53379580,45299,2022-08-18 00:25:55
2022-08-17-53379580,45684,2022-08-18 00:26:10
2022-08-17-53379580,46074,2022-08-18 00:26:25
2022-08-17-53379580,46484,2022-08-18 00:26:40
2022-08-17-53379580,46899,2022-08-18 00:26:55
2022-08-17-53379580,47329,2022-08-18 00:27:10
2022-08-17-53379580,47884,2022-08-18 00:27:30
2022-08-17-53379580,48164,2022-08-18 00:27:40
2022-08-17-53379580,48584,2022-08-18 00:27:55
2022-08-17-53379580,48994,2022-08-18 00:28:10
2022-08-17-53379580,49384,2022-08-18 00:28:25
2022-08-17-53379580,49799,2022-08-18 00:28:40
2022-08-17-53379580,50219,2022-08-18 00:28:55
2022-08-17-53379580,50634,2022-08-18 00:29:10
2022-08-17-53379580,51049,2022-08-18 00:29:25
2022-08-17-53379580,51464,2022-08-18 00:29:40
2022-08-17-53379580,51884,2022-08-18 00:29:55
2022-08-17-53379580,52309,2022-08-18 00:30:10
2022-08-17-53379580,52724,2022-08-18 00:30:25
2022-08-17-53379580,53144,2022-08-18 00:30:40
2022-08-17-53379580,53559,2022-08-18 00:30:55
2022-08-17-53379580,53979,2022-08-18 00:31:10
2022-08-17-53379580,54394,2022-08-18 00:31:25
2022-08-17-53379580,54809,2022-08-18 00:31:40
2022-08-17-53379580,55229,2022-08-18 00:31:55
2022-08-17-53379580,55644,2022-08-18 00:32:10
2022-08-17-53379580,56059,2022-08-18 00:32:25
2022-08-17-53379580,56479,2022-08-18 00:32:40
2022-08-17-53379580,56894,2022-08-18 00:32:55
2022-08-17-53379580,57314,2022-08-18 00:33:10
2022-08-17-53379580,57729,2022-08-18 00:33:25
2022-08-17-53379580,58144,2022-08-18 00:33:40
2022-08-17-53379580,58564,2022-08-18 00:33:55
2022-08-17-53379580,58979,2022-08-18 00:34:10
2022-08-17-53379580,59395,2022-08-18 00:34:25
2022-08-17-53379580,59809,2022-08-18 00:34:40
2022-08-17-53379580,60189,2022-08-18 00:34:55
2022-08-17-53379580,60569,2022-08-18 00:35:10
2022-08-17-53379580,60954,2022-08-18 00:35:25
2022-08-17-53379580,61309,2022-08-18 00:35:40
2022-08-17-53379580,61594,2022-08-18 00:35:55
2022-08-17-53379580,61889,2022-08-18 00:36:10
2022-08-17-53379580,62204,2022-08-18 00:36:25
2022-08-17-53379580,62534,2022-08-18 00:36:40
2022-08-17-53379580,62849,2022-08-18 00:36:55
2022-08-17-53379580,63204,2022-08-18 00:37:10
2022-08-17-53379580,63604,2022-08-18 00:37:25
2022-08-17-53379580,63984,2022-08-18 00:37:40
2022-08-17-53379580,64359,2022-08-18 00:37:55
2022-08-17-53379580,64709,2022-08-18 00:38:10
2022-08-17-53379580,65069,2022-08-18 00:38:25
2022-08-17-53379580,65424,2022-08-18 00:38:40
2022-08-17-53379580,65769,2022-08-18 00:38:55
